cid,corpname,corpurl,address,category,PR,web,gyoshu,jigyou,torikumi
225,JFEエンジニアリング株式会社,company_info.html?id=441,横浜市鶴見区末広町二丁目1番地,その他,,http://www.jfe-eng.co.jp/,その他,JFEグループの総合エンジニアリング会社です。 当社は鉄鋼業・造船業をその源流として、その技術を融合・進化させながら、エネルギー・環境分野や社会インフラ分野などにおいて、人々の生活と産業を支えるエンジニアリング事業を展開しています。 ,
226,ジャパントータルサービス株式会社,company_info.html?id=333,横浜市神奈川区子安通1-132-1,その他,,http://www.jts-21.com,その他,警備業・ビルメンテナンス業,
227,株式会社ジャルダン・シュクレ,company_info.html?id=377,横浜市金沢区福浦2-9-8,製造,真の「安心・安全」な食品づくりと国内自給率を上げる一環として、使用する小麦粉を 全て国産小麦「群馬県産の白金鶴」に変更済み、小田原の無農薬果樹園と契約し湘南ゴールド・キウイ・ブルーベリー・みかんを使用。苺は平塚のイチゴ農家より直接仕入れをして低農薬苺を使用。共に完熟フルーツを仕入れ、使い切れない完熟フルーツは冷凍にしていただき、ピューレに加工して焼菓子・ゼリーなどに使用し食品ロスをなくしている。,,製造,"横浜市釜沢区福浦の工業団地内に自社工場を持ち、洋菓子製造卸を行っている。 規模は、土地面積は2,243.97㎡、建物面積は2棟あり本館は6階建て3,454.65㎡、 レンガ棟工場は2階建て962.28㎡です。","会社の方針の追加で「常に必要とされる企業になろう」を実践していく事を目標に立て、2年前に5年6か月の賞味期限の「防災スイーツ」を開発し横浜市に1,000袋寄付し、昨年は矢張り5年6か月の賞味期限の「28アレルギーフリーの防災スイーツ」を 開発し横浜市に1,000袋の寄付を行った。子会社である販売会社「株式会社ガトー・ド・ボワイヤージュ」は横浜SGDsの上位を今年取得。また、「株式会社ジャルダン・シュクレ」「株式会社ガトー・ド・ボワイヤージュ」共に令和3年度「事業継続力強化計画」の認定を経済産業省より頂き"
228,神中工業株式会社,company_info.html?id=56,横浜市南区井土ヶ谷下町18,建設,,http://jinchukogyo.co.jp,建設,管工事業,
229,株式会社鈴音,company_info.html?id=118,横浜市金沢区富岡東2-6-21,小売・卸,,http://www.mutekiro.com,小売・卸,株式会社鈴音（すずおと）は、創業当初から続く鶏卵卸売に加え、国内外の食肉加工販売および調理食品の製造販売へと内容を拡げ、多彩な食の世界を展開することをライフワークとしてまいりました。新たに設立された霧笛楼事業部では、レストラン経営と洋菓子の製造販売等事業を拡大し、時代とともに移り変わる食文化全般に渡る発展に向けた取り組みを続けてまいります。,
230,有限会社鈴木機械彫刻所,company_info.html?id=291,横浜市港北区樽町2-1-66,製造,創業57年、様々な加工技術とともに古きよい加工から最新のデータを用いた加工までを製品の目的にあわせた製作方法をご提案いたします。 ,http://suzuki-kikai.com/,製造,主に単品少ロットのオーダー樹脂加工。機械彫刻による文字彫刻。3Dスキャナーによるデータ作成　オーダー3Dプリンターの製作　,スキャナー等を用いて製品部品のリバースエンジニアリングを行います。　EX　製品の改造用データや昔の部品の再生（生産中止やデータのないオリジナル製品の複製）
231,須藤工業株式会社,company_info.html?id=498,横浜市鶴見区鶴見中央3丁目20番9号,建設,,https://www.sudoh.co.jp,建設,土木工事業、管工事業等,
232,隅田建設株式会社,company_info.html?id=105,横浜市戸塚区名瀬町260-1,建設,緻密な打ち合わせと正確な施工をいたします。,,建設,建築工事 新築・RC及びS造の大規模改修(内装・外壁)・リフォーム,
233,株式会社スリーハイ,company_info.html?id=67,横浜市都筑区東山田4-42-16,製造,ISO9001/14001認証取得済企業です。高品質の商品・サービスを心掛けております。お客様からのご要望にあわせ、一つから大量ロットまで幅広く対応しております。お気軽にお問合せください。,http://www.threehigh.co.jp,製造,シリコンラバーヒーターを中心とした産業用電気ヒーターの製造・販売。「ものを思う。ひとを思う。」を企業理念とし、お客さまの熱の「困った」を解決するお手伝いを通して、お客様に『感動』を与える商品づくりを徹底して心がけています。,当社が拠点とする東山田地区は、中小の町工場と住宅が共存している準工業地域です。 企業と住民が相互理解を深め、良好な関係を築くために、工場併設のコミュニティカフェ「DEN」の運営を行っております。 また、文科省推進の「キャリア教育を応援するプロジェクト」に参画しており、近隣の町工場とともに地元小学生向けの社会科見学「まち探検」の企画運営や、地元中学生の職場体験にも協力しております。 
234,清建開発株式会社,company_info.html?id=408,横浜市港南区芹が谷三丁目22番1号,産業廃棄物処理,,https://seiken.1net.jp/,産業廃棄物処理,公共下水道清掃 産業廃棄物処理 河川下水管理 下水道管TV調査,
235,株式会社清光社,company_info.html?id=317,横浜市中区山下町1　シルクセンター　国際貿易観光会館,サービス,,http://www.sks-seikosha.co.jp,サービス,,
236,株式会社誠昌建設,company_info.html?id=80,横浜市保土ケ谷区仏向町20番地,建設,横浜市保土ケ谷区で建設業を始め、早いもので50年以上が経ちました。相変わらず小さな会社ではありますが、横浜型地域貢献企業の認定を始め、最近はY-SDGs(Standard)や横浜健康経営認証(クラスAA)も取得し、お客様、従業員、そして地域の皆様に安心・信頼して頂ける会社であるように励んでおります。,https://www.seisho.cc,建設,総合建設業。現在は市営住宅の修繕工事をメインに、民間住宅・法人社屋の新築・修繕、公共工事等、多岐に渡って請け負っております。,所属団体を通じて青色防犯パトロール活動、横浜市と協定を締結した災害対応、ほどがや区民まつりへの出展など、地域社会に貢献することを意識した企業活動を実施しています。
237,清進電設株式会社,company_info.html?id=519,横浜市神奈川区三ツ沢西町11番18号,電気工事・ガス,,https://seishin-ltd.com/,電気工事・ガス,電気工事・ガス業(電気設備工事、空調設備工事、5Gなどの通信事業),
238,清美工営株式会社,company_info.html?id=409,横浜市金沢区鳥浜町４番地5,その他,　創業50年以上地元横浜市において、下水道施設の維持管理　業務に貢献しています。 　今後とも、横浜市並びに横浜市民のニーズに応えるべく活　動してまいります。,http://www.seibikouei.co.jp,その他,①当社は、横浜市下水道管理協同組合を通じて横浜市より受　諾している下水道施設維持管理のための点検清掃と横浜市　より受諾している公園の噴水設備点検清掃業務を主な業務　としています。 ②この他にも、民間企業工場施設(排水管・側溝・各種槽の清　掃)も請け負っています。,【事業外の地域貢献活動】 　①「FA」活動の推進～保有全車両に「緊急時救急箱」を常　　時掲載し、事故・災害時等の緊急時に提供できる体制を　　とっています。 　②地元開催行事に協賛金を寄付しています。 　③創業50周年記念事業として、地元社会福祉施設に車いす　　を寄贈しています。
239,株式会社青武組,company_info.html?id=204,横浜市瀬谷区三ツ境94-1,建設,,,建設,-,
240,株式会社誠和緑化,company_info.html?id=292,横浜市南区六ッ川2-91-18,造園,,http://www.e-seiwa.co.jp/index.html,造園,,
241,株式会社センチュリー工業,company_info.html?id=318,横浜市西区西平沼町8番13号,建設,株式会社センチュリー工業は、創業から半世紀にわたり積み重ねてきた信頼と実績、ISO9001、ISO14001の認証取得による高品質と環境に配慮したものづくりをいたします。  お客様への「まごころ」をなによりも大切にし、働きやすい職場環境の整備、地域に根差した活動による企業としてのひとづくり、地域コミュニケーションによるまちづくりをすすめ、社名由来の100年企業を目指して皆様とともに発展してまいります。,https://centurykogyo.com,建設,土木工事、建築工事、舗装工事ほか総合建設業。 土木構造物および建築物の設計、施工。,地元中学校からの「まちの職業体験」の受け入れ。 横浜市消防局、郵便局とタイアップした地域貢献施策「タウンメール」による火災予防や熱中症予防に対する情報の周知。 ハラスメント・メンタルヘルス対策講習の実施。 など 
242,税理士法人 横浜パートナーズ,company_info.html?id=99,横浜市港南区日野五丁目26番1号,その他,,https://www.officeyps.jp/,その他,会計・税務に関するサービス等の提供,
243,株式会社ゼネラルダイナミックス,company_info.html?id=410,横浜市都筑区荏田南4-22-14エスポワール101,造園,,https://purple04.com/,造園,街路樹や植木の剪定、公園整備工事・管理、緑化工事, 
244,綜研エクステリア株式会社,company_info.html?id=468,横浜市保土ケ谷区上菅田町662万葉ビル202,造園,,,造園,造園業,
245,相互電機株式会社,company_info.html?id=262,横浜市都筑区佐江戸町186,製造,,http://www.sohgo-denki.co.jp,製造,電気機器製造,
246,相武造園土木株式会社,company_info.html?id=336,横浜市神奈川区羽沢町1562番地,造園,造園工事から植栽管理と、総括的に継続事業を展開しています。,http://www.soubuzouen.com,造園,公園工事、植栽工事、植栽管理、土木工事、舗装工事、 外構工事、石工事、水道施設工事、鋼構造物工事,
247,株式会社泰山園,company_info.html?id=293,横浜市旭区上白根町1257-16,造園,,http://www.taisanen.co.jp,造園,造園・土木・エクステリア工事の 設計・施工・管理,
248,株式会社大成ERC,company_info.html?id=411,横浜市金沢区福浦1-7-13,サービス,労働者派遣事業を中心に有料職業紹介事業等を展開しています。特に外国人の派遣事業に力を入れており、今年4月には特定技能登録支援機関の認定を受けました。 また、経理代行事業や自社求人広告WEBサイトの運営も展開しており、幅広く企業様の事業をサポートし「人と企業を繋ぐベストコーディネーター」として事業展開をしています。,https://www.taisei-erc.co.jp,サービス,・一般労働者派遣事業・有料職業紹介事業・製造請負事業・経理代行事業・求人広告事業(WEB事業)・特定技能登録支援機関・外国人財活用コンサルティング事業(技能実習、特定技能、高度人財紹介),外国人の派遣事業に力を入れている当社は、毎週木曜日の終業後の時間を使い、日本語教室を開いています。また、月に1回会社周辺の清掃を行い、地域の美化にも注力しています。今年度は健康経営AAの認証も受け、社員やその家族が健康に毎日を過ごせるための取り組みにも力を入れています。
249,大洋建設株式会社,company_info.html?id=43,横浜市戸塚区戸塚町157,建設,,http://www.ocean-group.co.jp,建設,総合建設業・不動産販売及び不動産賃貸業,
250,高尾工業株式会社,company_info.html?id=81,横浜市戸塚区上矢部町３１５,建設,当社は、市内・県内の学校を主とした公共機関や、 工場の修繕工事をメインに営業している会社ですが 　近隣にお住いの方の一般住宅の修繕のご相談や工事も受け賜わり、地域に根ざした建築会社として、信頼を頂戴しております ,http://www.takao-co.com,建設,一般住宅の修繕工事 学校・公共施設の修繕工事 消防団の器具置場や詰め所の新築工事 工場の修繕工事　を主としております,　元モデルルームを、横浜市原爆被災者の会へ事務所として安価で提供して、書類作りや会を運営する上での相談に応じております。 初夏に社員が育てた植物の苗を毎年100本以上用意して、自由に持ってい行ってもらい、地域の皆様の心の安らぎに貢献しております 市内業者に優先的に工事を発注するように、心がけております 従業員の健康に気を配り、毎年の定期健診に大腸がん検診を加えて受診してもらっています  
251,髙津戸建設工業株式会社,company_info.html?id=480,横浜市港南区日野四丁目50番8号,建設,"横浜市港南区に企業して、４０年以上 事業に取り組んできました。 髙津戸建設工業株式会社は、これからも技術やサービスの向上に努め、堅実かつ積極的な経営で、関係する皆様（ｽﾃｰｸﾎﾙﾀﾞｰ）との、永い信頼関係による""継続進化""を生み出し、社業の発展を通じて社会貢献していく会社です。",,建設,"土木工事の設計施工 土木,建設工事の掘削及び残土処分 土木,建築用資材の販売及び運搬 建築用重機及び車両の賃貸 産業廃棄物の収集及び運搬 貨物自動車の運送",地域社会において、青色ﾊﾟﾄﾛｰﾙの実施 地域環境において、会社周辺の清掃 従業員において、市内在住の積極的な雇い入れ 顧客において、出来形の良い構造物の作成 協力会社において、地元企業の優先的な契約 
252,タカノ株式会社,company_info.html?id=443,横浜市神奈川区子安通2-241,サービス,,https://www.takano-corp.co.jp,サービス,寝具リース リネンサプライ クリーニング カーテンリース 寝具クリーニング 布団レンタル ,
253,有限会社タカノ工業,company_info.html?id=444,横浜市金沢区並木1-17-1-502,建設,,https://y-takanokougyou.amebaownd.com,建設,土木一式、とび・土工、舗装、上水道施設、解体,
254,株式会社宅配横浜,company_info.html?id=173,横浜市旭区笹野台1-1-43 第2廣島ビル2F,サービス,,https://www.takuhai-group.co.jp/yokohama/,サービス,受付(給水装置関連事務処理を含む)・窓口・収納業務 メータ検針・料金調定業務 開栓・閉栓業務 未納整理業務 水道関係業務のコンサルタント 水道料金徴収システムの運用 配布(ポスティング)業務 労働者派遣業務 特定信書便業務 軽車両等運送業務,
255,田口園芸株式会社,company_info.html?id=206,横浜市鶴見区北寺尾1-11-34,造園,,https://t-engei.com,造園,造園工事、植栽管理、外構工事、庭園管理等、造園業全般,
256,武松商事株式会社,company_info.html?id=92,横浜市中区山下町105番地,産業廃棄物処理,当社はグループ関係3社と共に中間処理3施設、収集運搬車両約230台を保有し、幅広い廃棄物処理・リサイクルニーズに応えられる態勢を確立。産業廃棄物の収集運搬許可エリアは、首都圏を中心に広域で許可を取得、かつ許可品目も幅広い品目への許可を有し多種多様な顧客ニーズに対応可能。2019年8月に開設しましたエコクルファクトリーを拠点にリユース品の社会還元、アップサイクル等の環境に配慮した事業も積極展開中。,http://www.takematsu.co.jp/index.html,産業廃棄物処理,・一般廃棄物収集運搬業 ・産業廃棄物収集運搬業 ・引越・一般貨物運送事業 ・古紙リサイクル ・養豚事業・食品のリサイクル ・各種廃棄物のリサイクル ・各種金属のリサイクル ・不用品買取事業 ・廃棄物に関するコンサルティング・管理業務 ・解体業 ,創業以来、横浜市を中心に産業廃棄物および一般廃棄物の収集運搬業、処分業を専業として事業拡大して参りました。近年では時代の趨勢と共に、循環型社会形成の一端を担うべく、有価物の再資源化、未利用食材の飼料化等にも積極的に取組中です。また粗大ごみ、多量ごみ等、個人・家庭から排出される不用品の回収・買取サービス等も展開し、社会のインフラ機能として企業のみならず市民サービスの強化にも注力しております。
257,株式会社田澤園,company_info.html?id=174,横浜市南区六ッ川4-1234,造園,,http://www.tazawaen.co.jp,造園, 造園工事(公共と民間)                庭園、公園等樹木管理の施工と監理,
258,株式会社タスクフォース,company_info.html?id=68,横浜市港北区新横浜2-13-13 TPR新横浜ビル5F,情報通信,お客様の困りごとをソフトやアプリで解決します。 ・得意分野を更に深化させるとともに幅広い分野への応用、技術提供 ・生産管理・物流システムで培った機器制御とユーザインタフェースのスキルをIoT分野へ展開 ・WEB、モバイルアプリケーションの技術力を強化 ,https://www.taskforce.co.jp,情報通信,主要事業:ソフトウェアの受託開発(生産管理・工程管理・物流・WEB・モバイルアプリなど) 主要製品:Finger Ticket(静脈認証を用いた勤怠管理ソフト)、WIT販売(販売管理ソフト) ,「かながわ健康企業宣言」を行い、「健康優良企業」に認定。より良い職場環境づくりのため、作業の効率化・ワークライブバランス・健康維持活動等を積極的に推進中。また、さまざまな教育制度(社内研修、職務階層別研修、新人研修、社外セミナー、通信教育等)で、スキルアップしやすい環境を整備している。
259,株式会社多田設備工業,company_info.html?id=337,横浜市緑区中山一丁目7番16号第三丸正ビル401号室,建設,,http://www.tada-reform.com,建設,,
260,谷口建設株式会社,company_info.html?id=69,横浜市磯子区栗木1-6-36,建設,,,建設,公共工事、土木、舗装、水道施設,
261,たにもと建設株式会社,company_info.html?id=235,横浜市中区羽衣町2-7-10関内駅前マークビル6F,建設,,http://tanimoto-const.co.jp/index.html,建設,港湾土木,
262,田野井造園株式会社,company_info.html?id=263,横浜市保土ケ谷区境木町112-15,造園,,,造園,横浜市、市内を中心とした地域エリアで 植栽工事・植栽管理事業に力を入れ 公共事業・民間企業などの要望に対応した 造園事業活動を行っています。,
263,株式会社ダイイチ(小売・卸),company_info.html?id=383,横浜市中区宮川町3-89,小売り・卸,創業からの商品の品質へのこだわりを守り続け、個人のお客さまへの店舗販売、インターネット販売を始め、地元企業様、官公庁、大手企業向けのオリジナルユニフォームの製造販売をしている、ユニフォームの専門会社(企画・製造・販売)です。ユニフォーム業界では唯一、社内企画室を持ち提案営業の強化をしております。,http://www.un-daiichi.co.jp,小売り・卸,企業向けユニフォームの企画、製造、販売、卸、小売、レンタルユニフォーム、ユニフォームのインターネット販売,地元横浜で66年間横浜市内企業、官公庁を中心に地元横浜を重視して事業を営んでいる。横浜FCエスコートキッズのTシャツやダイイチ清掃用ベストにブルーカーボンオフセットを利用するなど環境面にも配慮している。地元中学生・高校生の職場体験も積極的に受入、社内CSR委員会による毎朝の地域清掃、NPO法人美しい港町横濱をつくる会一斉清掃やピンクシャツデー活動等地元ボランティア活動も積極盛んである。
264,株式会社ダイイチ(産廃),company_info.html?id=384,横浜市南区南太田1-16-25,産業廃棄物処理,,,産業廃棄物処理,下水道管きょ維持管理 道路公園清掃 産業廃棄物収集運搬,
265,第一金属工業株式会社,company_info.html?id=42,横浜市中区かもめ町41番地,製造,,http://www.jp-dkk.com,製造,金属プレス加工 電池外装缶製造,
266,株式会社大協製作所,company_info.html?id=14,横浜市保土ケ谷区今井町1125,製造,,http://www.daikyo-inc.co.jp,製造,製造業,
267,株式会社大神産業,company_info.html?id=170,横浜市泉区上飯田町2300番2,建設,,http://www.daishin-co.jp,建設,交通安全施設工事／道路区画線／標識／一般土木／舗装／塗装,
268,株式会社大相建設,company_info.html?id=171,横浜市瀬谷区南台1丁目33-8,建設,,,建設,横浜市発注の公共工事を営んでいます。工種は土木、舗装、上水道を行っています。,
269,株式会社大松運輸,company_info.html?id=487,横浜市金沢区幸浦2-14-2,サービス,,https://www.t-daimatsu.com/,サービス,道路貨物運送業【住宅建材・設備、食料品の配送/住宅施工、工事】,
270,大雄建設株式会社,company_info.html?id=354,横浜市保土ケ谷区峰岡町1-3-12,建設,,https://daiyuu-kk.jimdofree.com,建設,建設工事業(土木一式、とび・土工、舗装、造園) 大手通信設備メーカに受注基盤を有し、主に電話ケーブル埋設跡の道路舗装工事を手がけています。また横浜市等の公共工事の元請実績も多くあります。,
271,株式会社大和,company_info.html?id=234,横浜市中区港町6-28,建設,「株式会社大和」は、マンションやビルの大規模修繕やリニューアル工事等を行っています。 創業以来約60年間、累計10万戸を超える実績から多くのお客さまにご信頼いただき、長期にわたりお付き合いいただいております。,https://www.daiwa-co.com,建設,横浜で創業して50年以上、マンションの大規模修繕工事の専門業者として実績を積んできました。神奈川県および関東近県のマンション・ビルの大規模修繕工事を行っています。改修工事・リニューアル工事のことなら「株式会社大和」へ!!,1 毎月1回近隣の清掃を行い環境美化に取り組んでいます。 2 横浜市塗装事業協同組合の一員として毎年公園施設の塗装を無償でしています。 3 NPO法人エコキャップ推進協会に回収したボトルキャップを提供し、医療支援や障       がい者支援に協力しています。
272,千葉エンジニアリング有限会社,company_info.html?id=385,横浜市保土ケ谷区西谷三丁目21番7号,建設,当社は、設立以来、横浜市発注の土木舗装工事を数多く手掛けております。  ISO9001及び ISO14001を取得しました。 高品質で環境に配慮したパフォーマンスを提供致します。,http://www.chiba-e.com,建設,土木工事業 とび・土木工事業 舗装工事業 塗装工事業 造園工事業 水道施設工事業,・定期的に地域商店街の清掃をおこなっています。 ・AEDを社内、現場に設置して一般にも開放しています。
273,株式会社中越工業,company_info.html?id=386,横浜市都筑区池辺町3449,製造,,http://www.kk-chuetsu.co.jp,製造,精密板金加工業,
274,株式会社チュウバチ,company_info.html?id=143,横浜市緑区台村町615-1,建設,公共土木工事を行う企業として、技術力・創造力を結集し、より良い施工を行うことにより、地域社会に貢献する。,https://www.chubachi.com/,建設,土木工事業 水道施設工事業 舗装工事業,横浜市建設業協会の一員として、大雨や大雪等の緊急対応を行っています。
275,中鉢建設株式会社,company_info.html?id=207,横浜市旭区上白根町744-4,建設,,http://www.chubachi.co.jp,建設,-,
276,千代田建設株式会社,company_info.html?id=106,横浜市都筑区東山田町1763-1,建設,開国以来、外国の文化を受け入れた都市・横浜。 世界を結ぶ海を利用して、横浜は文化の吸収と応用を繰り返し世界の貿易港となりました。 千代田建設(株)は、この横浜を拠点として、 道路・上下水道・河川等の公共事業をとおし、 都市の明日にむけて、皆さんのお役に立ちたいと考えております。,http://www.chiyoken.co.jp,建設,土木工事 一式 道路工事(舗装や新設) 水道工事(地震に強い配水管への交換) 河川工事(護岸工事など)  横浜を拠点とした道路・上下水道・河川などの公共事業,1. 顧客のニーズと期待に応えた土木工事とサービスを弊社の建設技術を駆使して提供します。 2. 地域社会との調和をはかり、地域貢献活動を積極的に推進します。 3. 社員・協力会社には、労働安全衛生法を順守させ、安全な職場環境を維持します。 4. 環境に対しては、エネルギー資源の削減・環境保全に十分に対処します。 
277,株式会社通信設備エンジニアリング,company_info.html?id=82,横浜市神奈川区片倉五丁目２番３２号,建設,,http://www.tsushin-setsubi.co.jp/info/summary-tse/,建設,放送設備工事、監視設備工事、音響設備工事、テレビ共聴設備工事、インターホン設備工事の設計、施工、保守、リニューアル,ハマロードサポーター、交通安全啓蒙活動への参加、地域関係者様へのご協力、子供110番の家・車、地元への感謝をこめて地域感謝祭の開催、各学校よりインターシップの受け入れ、CSR基金の設置および各活動へ活用・寄付
278,株式会社ツジマキ,company_info.html?id=264,横浜市南区大岡3-13-12,製造,,http://www.tsujimaki.net,製造,シルクスクリーン印刷全般、各種印刷物の企画・製作。サイン・ディスプレイ、現場出張印刷、金属・プラスチック銘板、ガラス、カード・マグネットシート、ステッカー、曲面印刷、機能(特殊)印刷など。,
279,株式会社筒見工務店,company_info.html?id=83,横浜市鶴見区生麦5-13-19,建設,元請工事を中心として横浜市内地場の総合建設業です 民間法人・個人からの請負工事が中心で官公庁工事も年間20%程度行っております 少数精鋭やりがいのある会社です ,http://www.tutumicf.co.jp,建設,総合建設会業 注文住宅・低中層ビル建設・リフォーム 営繕工事を行います,建設業 神奈川県知事許可(特-29) 第1741号 建設業の種類  建築工事業・とび、土工工事業・タイル、れんが、ブロック工事業・板金工事業・防水工事業・建具工事業・大工工事業 屋根工事業・鋼構造物工事業・塗装工事業・内装仕上工事業・解体工事業 宅地建物取引業 神奈川県知事許可(6) 第21344号 一級建築士事務所 神奈川県知事登録 第4431号 
280,株式会社鶴ヶ峰建設,company_info.html?id=236,横浜市旭区白根4-25-1,建設,主に横浜市内を拠点とした仕事を50年以上続けている地域に根付いた会社です。,,建設,"アスファルト舗装工事 及び コンクリート舗装工事,土木工事を行っております。","月2回の土曜休業,社内レクリエーション及び従業員の資格取得支援を行っております。"
281,株式会社テクノアングル,company_info.html?id=512,横浜市鶴見区東寺尾6-18,建設,,http://www.techno-angle.co.jp/,建設,建設業(道路に関する維持管理),
282,株式会社テクノジャパン,company_info.html?id=107,横浜市中区太田町1-4-2 関内川島ビル,建設,当社は1995年会社設立時、各建設会社の下請業者として、発展してまいりました。 現在は、中央官庁・東京都・神奈川県・横浜市等の元請業者としても工事を行っており、都市土木においてほとんどの工事を経験し、現在に至っております。 そしてこれからも元請・下請を問わず土木専門工事業者として都市のインフラを支えてまいります。,http://www.technoj.co.jp,建設,土木工事業(施工管理),
283,株式会社哲英,company_info.html?id=412,横浜市港北区新横浜3-7-18 日総第18ビル,サービス,,http://tetsuei-japan.co.jp,サービス,経営・ITコンサルティング ITコンサルティング,
284,Ｄ＆Ｃファシリティーズ株式会社,company_info.html?id=469,横浜市南区吉野町3-7-4 SICﾋﾞﾙ３階,サービス,当社の営業品目は『もったいない』を具現化すること 『再生』をキーワードにメンテナンス業務や環境整備商品、エコ商品の販売を通じて消費削減を推進することで地球環境、資源を守り地域社会への貢献と企業の発展を目指します。,https://www.dc-f.co.jp,サービス,教育・福祉施設等の内装工事及び建物、設備維持管理 住宅リフォーム、各種店舗・オフィスの内装工事  ＯＡ機器・ソフトウェア販売サポート  感染症対策などの室内環境整備に伴う商品販売,当社専用駐車場に段ボール等の資源ごみ回収エリアを設け 近隣企業、飲食店様の協力を頂き回収を推進しております。 また、一般家庭ごみ集積場及び歩道の日常清掃を毎朝行っております。
285,株式会社デック,company_info.html?id=338,横浜市中区相生町6-102,建設,,http://www.dek.co.jp,建設,主に水道施設工事を行う建設業。 水道工事の中でも、鋼管、ステンレス管の溶接接続が得意で、管の製作から据付、接合までを行います。 また、既設管の中にフレキ管を挿入する「SDF工法」を 開発して、環境にやさしい工法として全国の自治体から 多くの問い合わせをいただいてます。,
286,株式会社電成社,company_info.html?id=266,横浜市神奈川区松本町6-43-3,建設,,http://www.denseisha.co.jp,建設,公共施設、マンション、工場、戸建住宅等の屋内電気設備工事の設計、積算、施工管理,
287,東亜鉄工株式会社,company_info.html?id=119,横浜市鶴見区安善町1-3,製造,,http://www.toatekko.co.jp,製造,(1) 各種船舶・作業船の建造及び改造 (2) 各種船舶・作業船の入渠整備及び修理 (3) 環境及び浄化機器の製作・設置 (4) 鋼構造物(土木・工場設備等) (5) 工事施工(土木・機械器具設置等) ⑥ 電気工事一式並びに保守 ⑦ 塗装工事一式 ⑧ その他,
288,株式会社東海建物,company_info.html?id=470,横浜市神奈川区反町1-11-1,建設,横浜へのCSR活動,https://toukaitatemono.com/,建設,リフォーム・改修工事・不動産売買,
289,株式会社東京エンジニアリング,company_info.html?id=29,横浜市神奈川区新町1-17,サービス,,http://www.t-eng.net,サービス,,
290,東京ガスエコモ株式会社,company_info.html?id=120,横浜市港南区丸山台2-12-1,電気工事・ガス,,https://www.tg-ecomo.com/,電気工事・ガス,・都市ガス機器の販売・修理・取付業務 建築リフォーム業務 ・都市ガス事業の開栓・閉栓・定期保安点検・検針・料金収納業務 ・都市ガス工事・設備設計施工業務 ・エネルギー営業業務 ・ガス燈製造・販売・保守業務 ,
291,株式会社東伸,company_info.html?id=413,横浜市都筑区川向町803番地1,建設,私たち株式会社東伸は昭和49年創業以来、横浜市で環境に深く携わり、水、空気、臭気等に関する一切の業務を行ってまいりました。 当社では、回転機器（ポンプ・モーター）の修理から得た技術を応用し、製造中止のポンプ等の再生に取り組んでおります。 今後もお客様のニーズや環境問題の変化に対応した技術・品質の向上に努め、新しい技術を取り入れた製品およびサービス等を提供してまいります。 ,http://www.toshin-g.com,建設,・各種機械器具設置工事業 ・管工事業 ・給排水衛生設備工事業 ・産業廃棄物収集運搬業 ・減速機・掻き寄せ機製造および販売、改修工事 ・各種産業機器販売 ・各プラント保守点検業務 ・道路・公園清掃委託 ,・環境汚染の改善と省エネルギー効果の享受を目的に、環境　配慮機器の仕入・製作・販売・改修まですることで、顧客　ニーズへの対応と事業の繁栄につなげている。 ・会社負担で従業員の資格取得を支援することで、従業員の　スキルアップと顧客への高品質サービスの提供を実現して　いる。 ・従業員の労務相談等に適宜対応することを目的に、社会保　険労務士と契約し、対応している。など
292,東電同窓電気株式会社,company_info.html?id=175,横浜市西区桜木町7-40-3,電気工事・ガス,,http://www.doso.co.jp,電気工事・ガス,【総合電気設備業】 外線:電力設備《送電・変電・配電(地中線含む)・電子通信》の設計・施工・保守 内線:屋内電気設備《省エネ設備》の提案・設計・施工・監理・保守 通信:情報システムの提案・設計・施工・監理・保守 ,
293,株式会社東邦製作所,company_info.html?id=471,横浜市戸塚区上矢部町2354番地,製造,中小企業では珍しく、大型工作機械（オーエム製作所・倉敷機械等）を数多く取り揃えており、また、非破壊検査設備も有しています。主要製品であるマリンホースフランジにおいては、日本唯一のメーカーであり、創業以来67年、社会的責任を果たしつつ、皆様に信頼される企業であり続けることを目指し、今後も尽力して参ります。,http://www.toho-mfg.co.jp,製造,主に原油荷役用ホース（略称：マリンホース）の金属製継手や、建築用免震装置金具・橋梁用免震装置金具、ベルトコンベア用ベルトクリーナー等の製造を行っております。,当社では、新規雇用及び多能工になるべく人材育成のため、資格取得制度を設け、地元を重視した求人活動・教育訓練に力を入れております。また、コロナ緺においては、感染対策の徹底、近隣清掃・地域への寄贈や寄付等、各ステークホルダーとともに、いかに共存共栄していくか考えながら、小さな事から活動に取り組んでいきます。
294,東洋水工株式会社,company_info.html?id=208,横浜市戸塚区名瀬町2222-1,建設,,http://toyosuiko.com,建設,衛生設備工事、空調設備工事、各種配管、各種リフォーム,
