cid,datahead,dataurl,creator,contributor
280,   平成11(1999)年　町丁別人口（住民基本台帳による）       xlsx   ,/dataset/seisaku_h11cho,統計情報課,統計情報課
281,   平成16(2004)年　町丁別人口（住民基本台帳による）       xlsx   ,/dataset/seisaku_h16cho,統計情報課,統計情報課
282,   平成19(2007)年　町丁別人口（住民基本台帳による）       xlsx   ,/dataset/seisaku_h19cho,統計情報課,統計情報課
283,   平成26(2014)年　年齢別人口（住民基本台帳による）       xlsx   ,/dataset/seisaku_h26nen,統計情報課,統計情報課
284,   平成28(2016)年　町丁別年齢別人口（住民基本台帳による）       CSV   ,/dataset/seisaku_h28cho-nen,統計情報課,統計情報課
285,   平成18(2006)年　町丁別年齢別人口（住民基本台帳による）       CSV   ,/dataset/seisaku_h18cho-nen,統計情報課,統計情報課
286,   2022年10月号       TXT   ,/dataset/kanazawa_202210,区政推進課,区政推進課
287,   2022年10月号       TXT   ,/dataset/hodogaya_2210,区政推進課,区政推進課
288,   令和元年度青葉区区民意識調査追加分析(令和２年度実施)       ZIP   ,/dataset/aoba_20210419161447507,区政推進課,区政推進課
289,   令和３年度交通量調査       PDF   xlsx   ,/dataset/doro_r3,企画課,企画課
290,   令和３(2021)年　年齢別人口（住民基本台帳による）       xlsx   ,/dataset/seisaku_r3nen,統計情報課,統計情報課
291,   令和２(2020)年　世帯人員別世帯数（住民基本台帳による）       xlsx   ,/dataset/seisaku_r2setai,統計情報課,統計情報課
292,   令和２(2020)年　町丁別の年齢別人口（住民基本台帳による）       CSV   ,/dataset/seisaku_r2cho-nen,統計情報課,統計情報課
293,   平成25(2013)年　人口・世帯数       PDF   ,/dataset/seisaku_h25news,統計情報課,統計情報課
294,   平成24(2012)年　人口・世帯数       PDF   ,/dataset/seisaku_h24news,統計情報課,統計情報課
295,   平成26(2014)年　人口・世帯数       PDF   ,/dataset/seisaku_h26news,統計情報課,統計情報課
296,   平成29(2017)年　外国人の人口       xlsx   ,/dataset/seisaku_h29gaikokujin,統計情報課,統計情報課
297,   平成28(2016)年　人口・世帯数       PDF   ,/dataset/seisaku_h28news,統計情報課,統計情報課
298,   令和３(2021)年　世帯人員別世帯数（住民基本台帳による）       xlsx   ,/dataset/seisaku_r3setai,統計情報課,統計情報課
299,   平成29(2017)年　人口・世帯数       PDF   ,/dataset/seisaku_h29news,統計情報課,統計情報課
300,   平成26(2014)年　外国人の人口       xlsx   ,/dataset/seisaku_h26gaikokujin,統計情報課,統計情報課
301,   平成30(2018)年　人口・世帯数       PDF   ,/dataset/seisaku_h30news,統計情報課,統計情報課
302,   平成31・令和元(2019)年　人口・世帯数       PDF   ,/dataset/seisaku_h31news,統計情報課,統計情報課
303,   令和２(2020)年　人口・世帯数       PDF   ,/dataset/seisaku_r2news,統計情報課,統計情報課
304,   平成28(2016)年　外国人の人口       xlsx   ,/dataset/seisaku_h28gaikokujin,統計情報課,統計情報課
305,   令和３(2021)年　人口・世帯数       PDF   ,/dataset/seisaku_r3news,統計情報課,統計情報課
306,   令和２(2020)年　外国人の人口       xlsx   ,/dataset/seisaku_r2gaikokujin,統計情報課,統計情報課
307,   平成24(2012)年　外国人の人口       xlsx   ,/dataset/seisaku_h24gaikokujin,統計情報課,統計情報課
308,   平成15(2003)年　外国人の人口       xlsx   ,/dataset/seisaku_h15gaikokujin,統計情報課,統計情報課
309,   平成30(2018)年　外国人の人口       xlsx   ,/dataset/seisaku_h30gaikokujin,統計情報課,統計情報課
310,   平成31・令和元(2019)年　外国人の人口       xlsx   ,/dataset/seisaku_h31gaikokujin,統計情報課,統計情報課
311,   平成27(2015)年　外国人の人口       xlsx   ,/dataset/seisaku_h27gaikokujin,統計情報課,統計情報課
312,   平成19(2007)年　外国人の人口       xlsx   ,/dataset/seisaku_h19gaikokujin,統計情報課,統計情報課
313,   平成16(2004)年　外国人の人口       xlsx   ,/dataset/seisaku_h16gaikokujin,統計情報課,統計情報課
314,   平成22(2010)年　外国人の人口       xlsx   ,/dataset/seisaku_h22gaikokujin,統計情報課,統計情報課
315,   平成21(2009)年　外国人の人口       xlsx   ,/dataset/seisaku_h21gaikokujin,統計情報課,統計情報課
316,   平成17(2005)年　外国人の人口       xlsx   ,/dataset/seisaku_h17gaikokujin,統計情報課,統計情報課
317,   平成23(2011)年　外国人の人口       xlsx   ,/dataset/seisaku_h23gaikokujin,統計情報課,統計情報課
318,   平成27(2015)年　人口・世帯数       PDF   ,/dataset/seisaku_h27news,統計情報課,統計情報課
319,   平成25(2013)年　外国人の人口       xlsx   ,/dataset/seisaku_h25gaikokujin,統計情報課,統計情報課
320,   平成14(2002)年　外国人の人口       xlsx   ,/dataset/seisaku_h14gaikokujin,統計情報課,統計情報課
321,   平成20(2008)年　外国人の人口       xlsx   ,/dataset/seisaku_h20gaikokujin,統計情報課,統計情報課
322,   令和３(2021)年　外国人の人口       xlsx   ,/dataset/seisaku_r3gaikokujin,統計情報課,統計情報課
323,   平成18(2006)年　外国人の人口       xlsx   ,/dataset/seisaku_h18gaikokujin,統計情報課,統計情報課
324,   平成14(2002)年　人口・世帯数       PDF   ,/dataset/seisaku_h14news,統計情報課,統計情報課
325,   平成16(2004)年　人口・世帯数       PDF   ,/dataset/seisaku_h16news,統計情報課,統計情報課
326,   平成15(2003)年　人口・世帯数       PDF   ,/dataset/seisaku_h15news,統計情報課,統計情報課
327,   平成17(2005)年　人口・世帯数       PDF   ,/dataset/seisaku_h17news,統計情報課,統計情報課
328,   平成23(2011)年　人口・世帯数       PDF   ,/dataset/seisaku_h23news,統計情報課,統計情報課
329,   平成11(1999)年　人口・世帯数       PDF   ,/dataset/seisaku_h11news,統計情報課,統計情報課
330,   平成10(1998)年　人口・世帯数       PDF   ,/dataset/seisaku_h10news,統計情報課,統計情報課
331,   平成18(2006)年　人口・世帯数       PDF   ,/dataset/seisaku_h18news,統計情報課,統計情報課
332,   平成12(2000)年　人口・世帯数       PDF   ,/dataset/seisaku_h12news,統計情報課,統計情報課
333,   平成19(2007)年　人口・世帯数       PDF   ,/dataset/seisaku_h19news,統計情報課,統計情報課
334,   平成20(2008)年　人口・世帯数       PDF   ,/dataset/seisaku_h20news,統計情報課,統計情報課
335,   平成21(2009)年　人口・世帯数       PDF   ,/dataset/seisaku_h21news,統計情報課,統計情報課
336,   平成22(2010)年　人口・世帯数       PDF   ,/dataset/seisaku_h22news,統計情報課,統計情報課
337,   平成13(2001)年　人口・世帯数       PDF   ,/dataset/seisaku_h13news,統計情報課,統計情報課
338,   選挙のあゆみ 第32集（オープンデータ）    令和３年に執行された４選挙の結果データ    xlsx   CSV   ,/dataset/senkyo_senkyonoayumi32-od,選挙課,選挙課
339,   つるみ生活・防災マップ 令和３年１２月発行（オープンデータ）       CSV   ,/dataset/tsurumi_tsurumimap,区政推進課,区政推進課
340,   2022年９月号       TXT   ,/dataset/kanazawa_202209,金沢区,金沢区
341,   2022（令和4）年9月号       TXT   ,/dataset/izumi_koyoko202209,区政推進課,区政推進課
342,   2022年9月号       TXT   ,/dataset/hodogaya_2209,区政推進課,区政推進課
343,   2022年８月号    広報よこはま金沢区版８月号テキスト版    TXT   ,/dataset/kanazawa_202208,区政推進課,区政推進課
344,   2022（令和４年）８月号       TXT   ,/dataset/izumi_koyoko202208,区政推進課,区政推進課
345,   2022年8月号       TXT   ,/dataset/hodogaya_2208,区政推進課,区政推進課
